Company Name,Description,Primary Industry Sector,Primary Industry Group,Primary Industry Code,All Industries,Exchange,Ticker,Year Founded,Revenue,Gross Profit,Net Income,Enterprise Value,EBITDA,Market Cap,HQ City,HQ State/Province,HQ Country
rue21,"Retailer of apparel and accessories intended to make latest fashion trends affordable and fun. The company operates as a specialty retailer of young men and women's casual apparel and accessories through its online platform and retail stores, enabling customers to purchase apparel and accessories at affordable rates.",Consumer Products and Services (B2C),Retail,Internet Retail,"Accessories, Clothing, Internet Retail*",,,1976,"1,100.00",,,,,,Warrendale,Pennsylvania,United States
Youngor Group Company (SHG: 600177),"Youngor Group Co Ltd is a China-based company is engaged in the development of textiles and apparel. The company's brands are YOUNGOR, MAYOR, Hart Schaffner Marx, and HAMP. In addition, the company is also involved in the real estate development business and financial investment business.",Consumer Products and Services (B2C),Apparel and Accessories,Clothing,"Clothing*, Real Estate Services (B2C)",SHG,600177,1979,"1,099.19",657.65,-6.12,"7,262.44",238.66,"4,906.99",Ningbo,,China
Crocs (NAS: CROX),"Crocs Inc is engaged in the design, development, marketing, distribution, and sale of casual lifestyle footwear accessories for men, women, and children. The reportable geographic segments of the company include Americas, Asia pacific, and EMEA.",Consumer Products and Services (B2C),Apparel and Accessories,Footwear,Footwear*,NAS,CROX,2002,"1,088.21",560.15,50.44,"1,717.74",94.08,"1,840.74",Longmont,Colorado,United States
Chiyoda (TKS: 8185),"Chiyoda Co., Ltd. operates shoe and clothing retail stores in Japan. The shoe segment accounts for roughly three fourths of total company revenue. Chiyoda has more than 1,000 shoe stores, which sell both private-label and national brands and operate primarily under the names Shoe Plaza and Tokyo Shoes Retailing Center. Most of Chiyoda's shoe sales are in the athletic footwear, adult men's, and adult women's categories. The remaining sales are in the clothing segment, where the company operates nearly 500 stores, primarily under the Mac-House brand name.",Consumer Products and Services (B2C),Apparel and Accessories,Footwear,"Department Stores, Footwear*, Other Consumer Durables, Specialty Retail",TKS,8185,,"1,084.84",531.50,14.35,329.39,45.18,578.98,Tokyo,,Japan
Maurices,"Operator of a women's clothing retail chain in the United States. The company chain comprises more than 1,000 stores, primarily located in shopping malls and smaller towns offering authentic style clothing outfits to the fashion conscious customer.",Consumer Products and Services (B2C),Apparel and Accessories,Clothing,Clothing*,,,1931,"1,075.47",,,,,,Duluth,Minnesota,United States
Camaieu,"Designer and retailer of apparel and accessories for women. The company offers clothing for women, including T-shirts, skirts, coats and jackets, as well as handbags and related accessories, through its boutiques in France and via online stores.",Consumer Products and Services (B2C),"Restaurants, Hotels and Leisure","Other Restaurants, Hotels and Leisure","Accessories, Clothing, Other Restaurants, Hotels and Leisure*",,,1984,"1,072.81",,,,,,Roubaix,Cedex,France
Alpargatas (BSP: ALPA3),"Alpargatas SA primarily manufactures footwear, apparel, and sports items. Brands the company owns or manufactures under license include Havaianas, dupe, Osklen, Mizuno, Megga, and Sete Leguas. Alpargatas reaches consumers through third-party retailers and through its own retail stores. Most of the company's sales are in Brazil and Argentina, with sales in Brazil accounting for more than half of the company's total sales. Remaining revenue is generated by the company's subsidiaries in Europe and the United States, and through direct exports.",Consumer Products and Services (B2C),Apparel and Accessories,Footwear,"Clothing, Footwear*",BSP,ALPA3,1880,"1,068.32",468.65,90.70,"2,500.92",154.48,"2,385.16",Sao Paulo,,Brazil
Harbin Churin Group (SHG: 600891),"Harbin Churin Group Jointstock Co Ltd operates primarily in the department store business in Harbin, China.",Consumer Products and Services (B2C),Apparel and Accessories,Accessories,"Accessories*, Luxury Goods",SHG,600891,,"1,068.15",71.31,17.34,768.64,51.50,516.18,Harbin,,China
C and J Clark International,"Manufacturer and retailer of footwear and footwear accessories designed for men and women. The company is an international shoe manufacturer and retailer designed to make shoes made with crepe rubber sole and calf suede leather and and also manufactures handbags, boots and sandals.",Consumer Products and Services (B2C),Retail,Specialty Retail,"Distributors/Wholesale (B2C), Footwear, Internet Retail, Specialty Retail*",,,1825,"1,066.35",476.90,,,26.65,,Somerset,England,United Kingdom
Jos A. Bank Clothiers,"Jos A Bank Clothiers Inc is a Delaware corporation organized on June 22, 1982. It is a nationwide designer, manufacturer, retailer and direct marketer of men's tailored and casual clothing and accessories and is a retailer of tuxedo rental products. The Company sells substantially all of our products exclusively under the Jos. A. Bank label through 628 retail stores (as of February 1, 2014, which includes 42 Factory stores and 15 Franchise stores) located throughout 44 states and the District of Columbia in the United States, as well as through our nationwide call center and Internet operations. The Company operates in two segments namely Stores and Direct Marketing. The Stores segment includes all Company-owned stores excluding Factory stores (Full-line stores). The Direct Marketing segment includes the Internet and the call center and the internet. The Company's trademarks are JOS. A. BANK(r), JOS. A. BANK V.I.P(r), JOS. A. BANK VACATION IN PARADISE (r), VACATION IN PARADISE (r), THE MIRACLE COLLECTION (r) and TRAVELER CREASE (r). Its competitors include regional and national department stores, including, Macy's and Nordstrom, and specialty stores, including Brooks Brothers and Men's Wearhouse.",Consumer Products and Services (B2C),Retail,Specialty Retail,"Clothing, Specialty Retail*",,,1905,"1,053.53",609.27,18.10,"1,361.15",57.85,,Hampstead,Maryland,United States
Luthai Textile Company (SHE: 000726),"Luthai Textile Co Ltd is a China-based company. Its business includes the production, processing and sales business of cotton yarn, yarn dyed fabrics, shirts, fashion accessories, health underwear and other textile products and their mating products; design, Research and development, technology services of the textile and garment products. It has four segments which are Textile and apparel, Cotton, Electricity and steam, and Other. Most of the revenue generated from the Textile and apparel segment.",Consumer Products and Services (B2C),Apparel and Accessories,Clothing,Clothing*,SHE,000726,,"1,041.39",304.13,128.13,"1,400.27",218.46,"1,303.91",Zibo,,China
Catherines Stores,"Retailer of women's large-size clothing and accessories. The company offers casual shirts, sweaters, jackets and blazers, dress tops, right fit pants, capris and shorts, casual pants, leggings and slim leg pants, denim jeans and accessories like jewelry, sets and boxed jewelry, scarves, hosiery and socks, sunglasses, sandals and flip-flops for woman.",Consumer Products and Services (B2C),Retail,Specialty Retail,"Clothing, Specialty Retail*",,,1960,"1,027.00",,,,,,Bensalem,Pennsylvania,United States
Mariella Burani Fashion Group,"Producer and distributor of clothing, home products and luggage. The company offers apparel for women, men and children, including bridal gowns; jewelry and watches; cosmetics; leather goods, including luggage and bags; and housewares, including ceramics.",Consumer Products and Services (B2C),Apparel and Accessories,Accessories,"Accessories*, Clothing, Luxury Goods",,,1960,"1,023.96",624.90,-95.36,"1,322.32",-21.75,,Cavriago,,Italy
Monsoon,"Operator of apparel and accessories retail stores. The company is engaged in operating apparel and accessories retail stores that sells dresses, clothing, shirts and blouses, coats and jackets, shrugs, jerseys, trousers and leggings, jeans, skirts, linens, shoes, boots, sandals, bags, scarves, jewelry, hats, casual wears, nightwear, swimwear, sunglasses, travel accessories, photo frames, dinnerware, gifts, phone and tablet accessories, and beachwear and accessories, evening, party, occasion, wedding, and other products.",Consumer Products and Services (B2C),Apparel and Accessories,Accessories,"Accessories*, Clothing, Footwear",,,1972,"1,018.53",,,,,,London,England,United Kingdom
Geox (MIL: GEO),"Geox SpA is an Italy based company engaged in the production and sales of footwear and apparel to retail and end-customers under the Geox-brand. Due to the technological solutions, the company's products remain breathable and waterproof. The group also grants distribution rights and the use of the brand name to the third parties in the markets where it has no direct presence. The operating segments of the group are based on its products, namely Footwear and Apparel. It derives a majority of the revenue from the Footwear segment which relates to the sale of footwear products. The company has the business presence in Italy, Europe, North America and other countries, of which key revenue is derived from the Europe and Italy.",Consumer Products and Services (B2C),Apparel and Accessories,Clothing,"Clothing*, Footwear",MIL,GEO,,"1,010.84",494.15,10.17,706.99,61.41,492.06,Biadene di Montebelluna,,Italy
Tom Tailor (ETR: TTI),"TOM TAILOR Holding SE designs and distributes casual wear products. The TOM TAILOR GROUP manages the business through two segments - Wholesale and Retail. The Wholesale segment is comprised of the business with resellers for the TOM TAILOR brands. The Retail segment makes a distinction between the TOM TAILOR and BONITA brands and comprises various forms of the brick-and-mortar retail business and the online business. Maximum revenue is generated by the TOM TAILOR Wholesale segment. The company's business is spread across Germany, Austria, Switzerland, France, Benelux, Poland, Russia, South-Eastern Europe and Other.",Consumer Products and Services (B2C),Apparel and Accessories,Accessories,"Accessories*, Clothing, Department Stores",ETR,TTI,1962,"1,010.17",612.51,8.39,344.56,79.82,124.16,Hamburg,,Germany
Groupe SMCP (PAR: SMCP),"SMCP SA is an international apparel and accessories, retail group. The company's products include womenswear, menswear, and accessories which are sold through a network of points of sale and websites under three brands: Sandro, Maje and Claudie Pierlot.",Financial Services,Other Financial Services,Holding Companies,"Accessories, Clothing, Holding Companies*, Internet Retail",PAR,SMCP,1984,"1,008.12",742.18,38.87,"2,420.27",139.84,"1,210.79",Paris,,France
Varsity Spirit,"Designer and manufacturer of accessories and clothing products. The company manufactures uniforms, clothing, costumes and accessories for schools and colleges.",Consumer Products and Services (B2C),Apparel and Accessories,Accessories,"Accessories*, Clothing",,,1927,"1,000.00",,,,,,Memphis,Tennessee,United States
Premier Brands Group Holdings,"Designer and retailer of apparel, footwear and accessories. The company offers private label footwear, handbags, small leather goods and costumes, as well as semi-precious, sterling silver and marcasite jewelry.",Consumer Products and Services (B2C),Apparel and Accessories,Clothing,"Accessories, Clothing*, Footwear",,,1970,"1,000.00",,,,,,New York,New York,United States
Tory Burch,"Designer and manufacturer of sportswear and accessories for women. The company offers ready-to-wear shoes, handbags, accessories, watches, home and beauty products.",Consumer Products and Services (B2C),Apparel and Accessories,Clothing,"Accessories, Clothing*, Footwear",,,2004,"1,000.00",,,,,,New York,New York,United States
Pet Supplies Plus,"Retailer of pet products. The company operates as a privately held pet supply retailing corporation offering foods products, clothing and accessories for dogs, cats, birds, fish, reptiles and other small pets throughout the United States. Its stores also have limited livestock departments, and some have also recently added grooming services and self-serve dog washes.",Consumer Products and Services (B2C),Retail,Specialty Retail,"Accessories, Food Products, Specialty Retail*",,,1988,"1,000.00",,,,,,Livonia,Michigan,United States
Rue La La,"Retailer of discounted apparel and lifestyle products. The company sources surplus goods and sells them at a discount through its website, daily e-mail and mobile applications.",Consumer Products and Services (B2C),Apparel and Accessories,Clothing,"Clothing*, Internet Retail, Social/Platform Software",,,2008,"1,000.00",,,,,,Boston,Massachusetts,United States
Athleta,"Manufacturer and retailer of women's sports clothing. The company offers functional apparel, footwear and accessories for sports and fitness activities. It sells its products through catalogs and its website.",Consumer Products and Services (B2C),Apparel and Accessories,Clothing,"Catalog Retail, Clothing*, Specialty Retail",,,1997,"1,000.00",,,,,,Petaluma,California,United States
Bluebell (Asia),"Distributor of luxury fashion accessories, jewelry and related products in Asia. The company's luxury products are sold through its comprehensive distribution platform that manages extensive retail and wholesale distribution networks as well as through its outlets located all across Asia.",Consumer Products and Services (B2C),Retail,Distributors/Wholesale (B2C),"Accessories, Distributors/Wholesale (B2C)*, Luxury Goods, Specialty Retail",,,1954,"1,000.00",,,,,,Hong Kong,,China
Jones New York,Retailer of clothing apparel designed for modern day woman. The company's women apparel delivers timeless versatility and complements her individual expression assisting women to look confident and expressive that is always polished yet casually elegant.,Consumer Products and Services (B2C),Apparel and Accessories,Clothing,"Accessories, Clothing*, Internet Retail",,,1966,"1,000.00",,,,,,Compton,California,United States
Simpson Digital,"Operator of a clothing brand. The company offers a line of fashion clothing and other items for women and juniors, such as handbags, shoes, accessories and perfumes.",Consumer Products and Services (B2C),Apparel and Accessories,Clothing,"Accessories, Clothing*, Footwear",,,2005,"1,000.00",,,,,,Santa Monica,California,United States
Patagonia,"Operator of outdoors and gear stores across the US. The company's products are made of sustainable materials to avoid creating pollution, enabling customers to buy environmentally conscious products that are also durable.",Consumer Products and Services (B2C),Apparel and Accessories,Clothing,"Clothing*, Internet Retail, Other Apparel",,,1973,"1,000.00",,,,,,Ventura,California,United States
Torrid,"Operator of a leading mall and web-based specialty fashion retailing company. The company's product line offers on-trend fashion apparel, lingerie, and accessories for the young, voluptuous woman who wears size 12 and up and operates over 400 stores in across 36 states in the United States.",Consumer Products and Services (B2C),Apparel and Accessories,Accessories,"Accessories*, Clothing, Specialty Retail",,,2001,"1,000.00",,,,,,Industry,California,United States
Blue Bell,"Operator of a holding company. The company's services include manufacturing of jeans and casual wears, enabling the individuals and cloth traders to access a wide range of products for their operation.",Financial Services,Other Financial Services,Holding Companies,"Clothing, Holding Companies*, Other Apparel",,,,"1,000.00",,,,,,Greensboro,North Carolina,United States
